frame,landmark_right_wrist_x,landmark_right_wrist_y,landmark_right_wrist_z,landmark_right_elbow_x,landmark_right_elbow_y,landmark_right_elbow_z,landmark_right_shoulder_x,landmark_right_shoulder_y,landmark_right_shoulder_z,landmark_right_hip_x,landmark_right_hip_y,landmark_right_hip_z,landmark_left_hip_x,landmark_left_hip_y,landmark_left_hip_z,landmark_left_shoulder_x,landmark_left_shoulder_y,landmark_left_shoulder_z,landmark_left_elbow_x,landmark_left_elbow_y,landmark_left_elbow_z,landmark_left_wrist_x,landmark_left_wrist_y,landmark_left_wrist_z
10,0.43959635496139526,0.26823511719703674,-0.17285941541194916,0.3941161632537842,0.4765017628669739,0.017563026398420334,0.44446173310279846,0.6411855220794678,0.23831841349601746,0.46072712540626526,0.988724946975708,-0.02558574639260769,0.5662649273872375,0.9828846454620361,0.02518882229924202,0.5851613283157349,0.643909752368927,0.29622963070869446,0.6344884037971497,0.466548889875412,0.12844350934028625,0.5948812961578369,0.25940391421318054,-0.04982153698801994
11,0.4383556842803955,0.2692052721977234,-0.16934284567832947,0.39295825362205505,0.4780753552913666,0.013360877521336079,0.4444880485534668,0.6410295963287354,0.2373284548521042,0.4599989056587219,0.9861191511154175,-0.026723939925432205,0.5661721229553223,0.9830033183097839,0.02632739767432213,0.5851160287857056,0.6436408758163452,0.2866237461566925,0.6354431509971619,0.46648526191711426,0.1255715936422348,0.5955931544303894,0.25942671298980713,-0.060440726578235626
12,0.43693462014198303,0.27082425355911255,-0.10944050550460815,0.39277806878089905,0.48166465759277344,0.0737856775522232,0.4441513121128082,0.6409788131713867,0.2765432894229889,0.46050825715065,0.9835838079452515,-0.02660643681883812,0.5665917992591858,0.9792444705963135,0.026203233748674393,0.5861640572547913,0.6433030366897583,0.3169344365596771,0.6355341076850891,0.4666045308113098,0.16780033707618713,0.5957738161087036,0.26037320494651794,0.011248314753174782
13,0.43693193793296814,0.2701290249824524,-0.15835271775722504,0.39137503504753113,0.4818398058414459,0.02471569925546646,0.4438326358795166,0.6415755152702332,0.22555100917816162,0.4604068696498871,0.9828169941902161,-0.026342669501900673,0.566485583782196,0.9794626832008362,0.025939911603927612,0.5860942006111145,0.6433798670768738,0.27179357409477234,0.6355546712875366,0.46662408113479614,0.11812001466751099,0.5954314470291138,0.2603421211242676,-0.0560767725110054
14,0.43638521432876587,0.27150222659111023,-0.10965071618556976,0.3907695412635803,0.48305943608283997,0.052055902779102325,0.4437352120876312,0.6415059566497803,0.224065899848938,0.4606702923774719,0.9823861122131348,-0.022498581558465958,0.5664398670196533,0.9777678847312927,0.022102296352386475,0.5862553715705872,0.6431223154067993,0.2505989670753479,0.6358751058578491,0.4665703773498535,0.12066344171762466,0.5953620672225952,0.2607603967189789,-0.02579820528626442
15,0.4355447292327881,0.27489978075027466,-0.1679995059967041,0.39041465520858765,0.4881792366504669,0.019215118139982224,0.44375401735305786,0.6390053033828735,0.2073441743850708,0.4603615701198578,0.9809595942497253,-0.020820673555135727,0.5663269758224487,0.9771912693977356,0.020443450659513474,0.5865123271942139,0.6417511105537415,0.23135554790496826,0.6369013786315918,0.4663352072238922,0.08904479444026947,0.5953266024589539,0.26109200716018677,-0.06178436428308487
16,0.433046817779541,0.28022658824920654,0.015420600771903992,0.3885834515094757,0.4940175712108612,0.14987023174762726,0.4437336027622223,0.6386895775794983,0.2978973388671875,0.4604807496070862,0.9824168682098389,-0.019068371504545212,0.5666110515594482,0.9770897626876831,0.018688742071390152,0.5864708423614502,0.64146888256073,0.31939488649368286,0.6379603147506714,0.4663074016571045,0.2102741301059723,0.595829963684082,0.2627652585506439,0.09915217757225037
17,0.43156057596206665,0.28638240694999695,-0.1298965960741043,0.38685762882232666,0.5007053017616272,0.06696412712335587,0.44372478127479553,0.6383206248283386,0.2767711579799652,0.46029242873191833,0.9817562699317932,-0.021685156971216202,0.5664262771606445,0.9766871929168701,0.021307529881596565,0.5864396095275879,0.6410588026046753,0.3035886585712433,0.6404794454574585,0.4667179584503174,0.18724367022514343,0.5963090062141418,0.26672372221946716,0.09009753167629242
18,0.43080371618270874,0.2885943055152893,-0.1401061713695526,0.3843591809272766,0.5033708810806274,0.05122790485620499,0.443473756313324,0.6388803124427795,0.2452678382396698,0.46033167839050293,0.9820917844772339,-0.021673139184713364,0.566449761390686,0.9765475988388062,0.021294960752129555,0.586405873298645,0.6409251093864441,0.2730256915092468,0.6433161497116089,0.4691387116909027,0.17832902073860168,0.5976593494415283,0.27442505955696106,0.07770296186208725
19,0.429440438747406,0.29285112023353577,-0.18804332613945007,0.37989988923072815,0.5070801973342896,0.034527115523815155,0.44315576553344727,0.6382179856300354,0.26461055874824524,0.4594701826572418,0.9838114380836487,-0.021792210638523102,0.5664831399917603,0.9791304469108582,0.02140669897198677,0.5863882303237915,0.640812873840332,0.3054013252258301,0.6456831097602844,0.4752655029296875,0.14552836120128632,0.5995818376541138,0.28165969252586365,-0.053247373551130295
20,0.42817091941833496,0.2995171844959259,-0.1739858239889145,0.3757352828979492,0.5087407231330872,0.031176289543509483,0.44303959608078003,0.6399871110916138,0.25804463028907776,0.4597797393798828,0.9835017919540405,-0.02178061194717884,0.5666120648384094,0.9787095785140991,0.021392758935689926,0.5863755941390991,0.64072585105896,0.29853659868240356,0.6495190262794495,0.4799307882785797,0.14258384704589844,0.6012077927589417,0.29262685775756836,-0.036595456302165985
21,0.42496734857559204,0.305690199136734,-0.13737601041793823,0.37243083119392395,0.5121733546257019,0.07117041200399399,0.44258394837379456,0.6403712630271912,0.3056315779685974,0.4596640467643738,0.9855874180793762,-0.02195145934820175,0.5666182637214661,0.9814717769622803,0.021552471444010735,0.5858035683631897,0.6407957077026367,0.3485467731952667,0.6520969867706299,0.48893845081329346,0.1738361269235611,0.6038267016410828,0.29944324493408203,-0.010672182776033878
22,0.4224420487880707,0.3149217367172241,-0.14061658084392548,0.3690362572669983,0.5165919065475464,0.06666409224271774,0.44192394614219666,0.6404774188995361,0.304918497800827,0.45981326699256897,0.9857075214385986,-0.022198256105184555,0.5670744180679321,0.9817525148391724,0.02178158238530159,0.5856593251228333,0.6409215927124023,0.34862393140792847,0.6557124853134155,0.49613723158836365,0.16705359518527985,0.606515645980835,0.306501567363739,-0.012179406359791756
23,0.4216160774230957,0.31944915652275085,-0.194941908121109,0.36736732721328735,0.5204824805259705,0.022652551531791687,0.441706120967865,0.6407508254051208,0.29469192028045654,0.4595864713191986,0.986091673374176,-0.02289481833577156,0.5670239925384521,0.9844722151756287,0.022467119619250298,0.5851742029190063,0.6410620212554932,0.3406294584274292,0.6609491109848022,0.5017973780632019,0.12469909340143204,0.6097789406776428,0.3139256536960602,-0.08537454903125763
24,0.4199104905128479,0.32728323340415955,-0.18348798155784607,0.3645814061164856,0.527470588684082,0.024557875469326973,0.44164198637008667,0.6409379243850708,0.2851108908653259,0.4598991870880127,0.9878948926925659,-0.02285454049706459,0.5671782493591309,0.9852473735809326,0.022419555112719536,0.5852185487747192,0.6412745714187622,0.32943636178970337,0.6634909510612488,0.5073784589767456,0.14032389223575592,0.6134461164474487,0.31673523783683777,-0.043129511177539825
25,0.41725796461105347,0.33520784974098206,-0.2586057782173157,0.36224302649497986,0.5348675847053528,-0.027841836214065552,0.44164496660232544,0.6410465836524963,0.24800482392311096,0.4597415030002594,0.9866276383399963,-0.023928815498948097,0.5673813223838806,0.9850254654884338,0.023488236591219902,0.5853232145309448,0.6412732005119324,0.3005717992782593,0.6679849028587341,0.5161572694778442,0.07564845681190491,0.6184114217758179,0.3307324945926666,-0.14886896312236786
26,0.41474276781082153,0.34083861112594604,-0.10020560026168823,0.35750263929367065,0.5379438996315002,0.09480806440114975,0.441689670085907,0.6425504684448242,0.30537766218185425,0.45979419350624084,0.9852957725524902,-0.022316228598356247,0.5673858523368835,0.983929455280304,0.021867265924811363,0.5853374004364014,0.6422819495201111,0.3348795771598816,0.6714313626289368,0.5205903649330139,0.1926761269569397,0.6220757961273193,0.3379630744457245,0.040135305374860764
27,0.41153424978256226,0.34801068902015686,-0.09644663333892822,0.3573979437351227,0.545026421546936,0.09939135611057281,0.44227200746536255,0.6451152563095093,0.3027758300304413,0.4597852826118469,0.9838584065437317,-0.01922614686191082,0.5671983361244202,0.9818437099456787,0.018751729279756546,0.5858772993087769,0.6427009701728821,0.32911163568496704,0.6744688749313354,0.5262016654014587,0.1839333176612854,0.6254154443740845,0.346702516078949,0.021586284041404724
28,0.40922969579696655,0.3574545681476593,0.004235520958900452,0.3560970425605774,0.5505849719047546,0.15750515460968018,0.4422556459903717,0.6452125906944275,0.33438435196876526,0.46029233932495117,0.980763852596283,-0.017572486773133278,0.5676916837692261,0.9791779518127441,0.01709708943963051,0.5861579775810242,0.6435250043869019,0.35319000482559204,0.6764152646064758,0.53550124168396,0.22885632514953613,0.6296629905700684,0.3521460294723511,0.10327383130788803
29,0.40621694922447205,0.3642972409725189,-0.1608402132987976,0.3542104959487915,0.5574926733970642,0.043412335216999054,0.44200024008750916,0.6443725824356079,0.2562105357646942,0.4603006839752197,0.9806714653968811,-0.017653167247772217,0.5678449869155884,0.9793941974639893,0.017176974564790726,0.5868690013885498,0.6437117457389832,0.28617119789123535,0.6798684597015381,0.5450087189674377,0.13770925998687744,0.6311801671981812,0.36042502522468567,-0.026475846767425537
30,0.40428590774536133,0.37106454372406006,-0.16815152764320374,0.3505609333515167,0.5628104209899902,0.03629679977893829,0.4416024088859558,0.6438767910003662,0.25246813893318176,0.4603062570095062,0.9806950092315674,-0.018481899052858353,0.5678431987762451,0.9792000651359558,0.018022894859313965,0.5867769122123718,0.6438102722167969,0.290254682302475,0.6813585758209229,0.5571860074996948,0.14142844080924988,0.6323315501213074,0.36777564883232117,-0.025786835700273514
31,0.4012160301208496,0.38108938932418823,0.07084876298904419,0.34932905435562134,0.5705934166908264,0.18791809678077698,0.44175639748573303,0.6438635587692261,0.3152126669883728,0.46030718088150024,0.9804235696792603,-0.018505873158574104,0.5680848360061646,0.9793837070465088,0.018062254413962364,0.5868672728538513,0.6449967622756958,0.3514520525932312,0.6838724613189697,0.5666874051094055,0.2738990783691406,0.6351053714752197,0.3781886696815491,0.178928405046463
32,0.3985925614833832,0.3897381126880646,-0.02755051851272583,0.3461410403251648,0.5754992961883545,0.13482153415679932,0.44119343161582947,0.6436554789543152,0.30659690499305725,0.4603463113307953,0.9796489477157593,-0.018515149131417274,0.5681976675987244,0.9783135056495667,0.018076840788125992,0.587049126625061,0.6450167894363403,0.3502421975135803,0.6856257319450378,0.5782042741775513,0.22998003661632538,0.6375499367713928,0.3899092674255371,0.11181280761957169
33,0.39720475673675537,0.39690038561820984,-0.11516527831554413,0.34465235471725464,0.5834736824035645,0.09286840260028839,0.4408564567565918,0.6432464122772217,0.287870317697525,0.4605986177921295,0.9794341325759888,-0.019349824637174606,0.5684625506401062,0.9780808091163635,0.018931416794657707,0.5870465040206909,0.6448935866355896,0.34210044145584106,0.6864820718765259,0.5895955562591553,0.21307387948036194,0.638311505317688,0.400065153837204,0.07918636500835419
34,0.3954526484012604,0.4000779092311859,-0.11678048223257065,0.34197336435317993,0.5858958959579468,0.06835939735174179,0.4395672678947449,0.6421346068382263,0.26121315360069275,0.4605952203273773,0.9800055027008057,-0.02144654281437397,0.5686532258987427,0.9786564111709595,0.021073784679174423,0.5870134830474854,0.6436963677406311,0.32408231496810913,0.6867334842681885,0.5994816422462463,0.1901087760925293,0.6391580104827881,0.4081454277038574,0.03456997871398926
35,0.39403656125068665,0.40675628185272217,-0.09179763495922089,0.34041836857795715,0.5917801260948181,0.07021797448396683,0.4395562708377838,0.6423414945602417,0.26339995861053467,0.46043023467063904,0.9790765643119812,-0.021791359409689903,0.5684947967529297,0.9783401489257812,0.02143574319779873,0.5870065093040466,0.6419674754142761,0.3229687213897705,0.6865240931510925,0.6099728345870972,0.16655728220939636,0.638821542263031,0.4141082763671875,0.01136204693466425
36,0.39262810349464417,0.41521432995796204,0.11332317441701889,0.34042325615882874,0.6008379459381104,0.21085765957832336,0.43948477506637573,0.6423360705375671,0.3286755383014679,0.46043071150779724,0.9770180583000183,-0.020995456725358963,0.5684317946434021,0.9745362401008606,0.02065183036029339,0.5876592993736267,0.6419690251350403,0.35845187306404114,0.6886025667190552,0.6159361004829407,0.2588992118835449,0.6397901773452759,0.42487668991088867,0.16808003187179565
37,0.3903210461139679,0.42595985531806946,0.09128069132566452,0.3393268883228302,0.6076716780662537,0.20398788154125214,0.4392353594303131,0.6423394083976746,0.33884721994400024,0.460418701171875,0.9774631857872009,-0.018865127116441727,0.5684645175933838,0.9749040603637695,0.018525851890444756,0.5879901647567749,0.642034649848938,0.36123353242874146,0.6896272897720337,0.6219842433929443,0.26549237966537476,0.6403831839561462,0.43009740114212036,0.18666939437389374
38,0.3891967236995697,0.4327249825000763,-0.056420497596263885,0.33783212304115295,0.6127696633338928,0.13106580078601837,0.4391370415687561,0.6423346400260925,0.3298757076263428,0.4600907266139984,0.9760480523109436,-0.018567033112049103,0.568198561668396,0.9728915691375732,0.01822853833436966,0.5879489183425903,0.6415493488311768,0.3472929894924164,0.6905739307403564,0.6324648261070251,0.16605494916439056,0.6406069397926331,0.438995897769928,-0.039196304976940155
39,0.3876897096633911,0.4426254630088806,0.14755402505397797,0.3373308777809143,0.6250712871551514,0.24480073153972626,0.4392912983894348,0.6425772905349731,0.3665069043636322,0.4615558683872223,0.9708044528961182,-0.01464087050408125,0.5688201189041138,0.9658568501472473,0.014304138720035553,0.5893998146057129,0.6416707634925842,0.3761161267757416,0.691376268863678,0.6376630067825317,0.27516087889671326,0.6408369541168213,0.449152410030365,0.18495601415634155
40,0.3866613507270813,0.44365161657333374,0.012941797263920307,0.3350493013858795,0.6353062391281128,0.1783004254102707,0.43907085061073303,0.6412890553474426,0.34768277406692505,0.46141180396080017,0.971933901309967,-0.014836130663752556,0.568792462348938,0.9700895547866821,0.01449961494654417,0.5893779397010803,0.6415273547172546,0.3650929629802704,0.6930472254753113,0.6490391492843628,0.23093068599700928,0.6409916877746582,0.4576753079891205,0.0796467512845993
41,0.38665395975112915,0.4502315819263458,0.034685250371694565,0.3343976140022278,0.646626889705658,0.18021851778030396,0.43874019384384155,0.641527533531189,0.33803024888038635,0.4608895182609558,0.9719685316085815,-0.01502285711467266,0.5682277083396912,0.9698368310928345,0.014682745561003685,0.589361846446991,0.6415036916732788,0.36018580198287964,0.6926060914993286,0.6616365909576416,0.22644773125648499,0.6409305930137634,0.46765777468681335,0.07554324716329575
42,0.38592568039894104,0.4608364403247833,0.02023894153535366,0.3333992063999176,0.659163773059845,0.17380742728710175,0.43879789113998413,0.6436589360237122,0.33631712198257446,0.46104326844215393,0.9717788100242615,-0.014960813336074352,0.5684047937393188,0.9688345789909363,0.014613288454711437,0.5894469022750854,0.6413108706474304,0.3471675515174866,0.6937400698661804,0.6672000288963318,0.18631570041179657,0.6409186124801636,0.4758470356464386,0.005744728725403547
43,0.3847377598285675,0.471892774105072,0.009544389322400093,0.33229395747184753,0.670732855796814,0.13467910885810852,0.43874120712280273,0.6440936923027039,0.3062736690044403,0.46114301681518555,0.9723156690597534,-0.018368255347013474,0.5684863328933716,0.9710865616798401,0.018046768382191658,0.5896989703178406,0.641884446144104,0.34055644273757935,0.6942079067230225,0.6750783324241638,0.16287285089492798,0.6410959959030151,0.48831939697265625,-0.02350800670683384
44,0.3843969404697418,0.478685200214386,-0.08392412960529327,0.33220070600509644,0.6790856719017029,0.10100410878658295,0.43873000144958496,0.6445743441581726,0.30643317103385925,0.46045857667922974,0.9724540114402771,-0.018298614770174026,0.5683075785636902,0.9729081988334656,0.017972853034734726,0.5898124575614929,0.6425297856330872,0.3385220766067505,0.6940284967422485,0.6894705295562744,0.1410277783870697,0.6411375999450684,0.49762457609176636,-0.06912863254547119
45,0.3845677375793457,0.48208746314048767,-0.029985010623931885,0.3323434293270111,0.6903773546218872,0.14640207588672638,0.4387326240539551,0.6445551514625549,0.3396640121936798,0.460458368062973,0.9703923463821411,-0.017603393644094467,0.5680225491523743,0.9701911807060242,0.017262231558561325,0.590858519077301,0.6427170634269714,0.3662627637386322,0.6940838098526001,0.6955621242523193,0.20259857177734375,0.641095757484436,0.5079095363616943,0.01407439075410366
46,0.38323265314102173,0.4928814768791199,-0.09628923237323761,0.33260154724121094,0.7000351548194885,0.10407569259405136,0.4386458992958069,0.6468372941017151,0.3263339400291443,0.4614814817905426,0.970454752445221,-0.017904208973050117,0.5695192813873291,0.9699374437332153,0.017547007650136948,0.5928438305854797,0.6438496708869934,0.3606557250022888,0.6940110921859741,0.7099065780639648,0.1896931380033493,0.6423124074935913,0.5190474390983582,-0.0024479245766997337
47,0.3812756836414337,0.5073912143707275,-0.04289421811699867,0.33263665437698364,0.717851996421814,0.14209887385368347,0.43868422508239746,0.6468142867088318,0.3333832919597626,0.4614071249961853,0.9718698263168335,-0.01858786679804325,0.5695581436157227,0.9743439555168152,0.018249861896038055,0.5931735634803772,0.6444401741027832,0.36233827471733093,0.6939661502838135,0.7236764430999756,0.2092277705669403,0.6427390575408936,0.5269184708595276,0.035971902310848236
48,0.37988728284835815,0.5209205150604248,0.06269824504852295,0.3342645466327667,0.7292143106460571,0.21024346351623535,0.43862876296043396,0.6473912596702576,0.36673128604888916,0.4612254500389099,0.9718932509422302,-0.018282946199178696,0.5694026947021484,0.9740023016929626,0.017952315509319305,0.5933026075363159,0.6445987820625305,0.3896143138408661,0.6939035654067993,0.7307828068733215,0.2508776783943176,0.6429390907287598,0.5350680947303772,0.09066354483366013
49,0.3799089193344116,0.5279682278633118,-0.1344270557165146,0.33708658814430237,0.7305715680122375,0.10555724799633026,0.43881821632385254,0.6500352025032043,0.3533041775226593,0.4617287218570709,0.9719198346138,-0.016994718462228775,0.5698210000991821,0.9731587767601013,0.016611862927675247,0.5935032367706299,0.6452524662017822,0.3639547526836395,0.6938163638114929,0.7390100359916687,0.16760870814323425,0.6433194279670715,0.542751669883728,-0.07303263247013092
50,0.3795164227485657,0.536993682384491,-0.1193392425775528,0.33720508217811584,0.7454886436462402,0.11224539577960968,0.4388297498226166,0.6536673307418823,0.3461452126502991,0.461759090423584,0.9729821085929871,-0.01632983237504959,0.5700398683547974,0.9758614301681519,0.015918316319584846,0.5936354398727417,0.6479381322860718,0.36324018239974976,0.6937464475631714,0.7541065812110901,0.17442242801189423,0.6443325877189636,0.5548574924468994,-0.06654663383960724
51,0.37909144163131714,0.5445877909660339,-0.1479669064283371,0.3369678854942322,0.7555543780326843,0.08130102604627609,0.43901723623275757,0.6547137498855591,0.28744393587112427,0.46150779724121094,0.9741917252540588,-0.016175922006368637,0.5691003799438477,0.9786609411239624,0.015763666480779648,0.5937361717224121,0.6491186022758484,0.29964324831962585,0.6938470005989075,0.7647934556007385,0.10838216543197632,0.6465699076652527,0.562495231628418,-0.15223845839500427
52,0.3786008358001709,0.5569307804107666,-0.21174271404743195,0.33857643604278564,0.7626893520355225,0.07298865914344788,0.4390714168548584,0.6546767950057983,0.29362550377845764,0.46158352494239807,0.973864734172821,-0.015870200470089912,0.5688804984092712,0.9780909419059753,0.015450594946742058,0.5938118696212769,0.6498868465423584,0.31612569093704224,0.6931867599487305,0.7657120823860168,0.1304759681224823,0.6471402049064636,0.566771388053894,-0.13393811881542206
53,0.3787102699279785,0.5653849840164185,-0.16823671758174896,0.33864760398864746,0.7735455632209778,0.08802597224712372,0.43902045488357544,0.6577121615409851,0.31207194924354553,0.4622781276702881,0.9742616415023804,-0.013801880180835724,0.5689715147018433,0.9764089584350586,0.013342836871743202,0.5937693119049072,0.6506618857383728,0.3182072043418884,0.6899441480636597,0.7765289545059204,0.14356231689453125,0.6493714451789856,0.5821444988250732,-0.10224449634552002
54,0.3787662386894226,0.5740574598312378,-0.19883985817432404,0.33870863914489746,0.7833442687988281,0.07477268576622009,0.4390234053134918,0.6585065126419067,0.31006795167922974,0.46267661452293396,0.9756917953491211,-0.013778935186564922,0.568991482257843,0.9772360920906067,0.013324621133506298,0.5942052006721497,0.6514869928359985,0.3175795376300812,0.688947319984436,0.7820544838905334,0.11900776624679565,0.6500352025032043,0.5918464660644531,-0.1580139398574829
55,0.3785238564014435,0.5867895483970642,-0.2329925298690796,0.3388687074184418,0.790596604347229,0.06591908633708954,0.4391044080257416,0.6587108969688416,0.29630357027053833,0.46281057596206665,0.9795780777931213,-0.014971067197620869,0.5696762800216675,0.9835939407348633,0.014554907567799091,0.5950859785079956,0.6525964736938477,0.3075236976146698,0.68889319896698,0.788776159286499,0.11148452758789062,0.6503540873527527,0.5971143245697021,-0.17686758935451508
56,0.37812936305999756,0.5960302948951721,-0.2577696442604065,0.3392406105995178,0.7980328798294067,0.055129289627075195,0.4391004145145416,0.6599740386009216,0.29988837242126465,0.46306753158569336,0.9799267053604126,-0.015111220069229603,0.5707714557647705,0.9832777976989746,0.01468620914965868,0.5953289866447449,0.6546273827552795,0.3137821555137634,0.6886775493621826,0.7957667708396912,0.11677674949169159,0.6512172818183899,0.6032174825668335,-0.18485739827156067
57,0.37816599011421204,0.6080718636512756,-0.23699036240577698,0.3393436372280121,0.8046426773071289,0.0669589415192604,0.43902817368507385,0.662778913974762,0.2957441210746765,0.46305203437805176,0.9820380210876465,-0.015104110352694988,0.5704930424690247,0.9842295050621033,0.014680711552500725,0.5953396558761597,0.6563962697982788,0.30670827627182007,0.6883801221847534,0.8017674088478088,0.1238420382142067,0.6512309908866882,0.6074766516685486,-0.1618562638759613
58,0.3781915009021759,0.6150489449501038,-0.23431412875652313,0.33991625905036926,0.81166011095047,0.07191076129674911,0.43889981508255005,0.6626546382904053,0.29774603247642517,0.4630360007286072,0.9821893572807312,-0.016812121495604515,0.570721447467804,0.9845534563064575,0.01639968529343605,0.5960348844528198,0.6578424572944641,0.309469610452652,0.6875751614570618,0.8069906234741211,0.12735316157341003,0.6511411666870117,0.6094809770584106,-0.1549854576587677
59,0.380214661359787,0.6205942034721375,-0.3154311776161194,0.34173494577407837,0.8185169696807861,0.024845067411661148,0.4383658766746521,0.6625316143035889,0.2494731843471527,0.46280163526535034,0.9892202615737915,-0.01675291359424591,0.570950448513031,0.9909986853599548,0.016345474869012833,0.5964832305908203,0.6581915616989136,0.25420600175857544,0.6876137852668762,0.8143246173858643,0.0597662627696991,0.6517282128334045,0.618151843547821,-0.26534900069236755
60,0.3809531331062317,0.6281094551086426,-0.26665741205215454,0.3426678776741028,0.8216891884803772,0.03306524083018303,0.43823447823524475,0.6624776721000671,0.2663387656211853,0.46276527643203735,0.9889520406723022,-0.016482234001159668,0.5716375112533569,0.9905664324760437,0.016062716022133827,0.5968307256698608,0.6588430404663086,0.27803581953048706,0.6871342062950134,0.8214537501335144,0.09352029860019684,0.6521322131156921,0.6237915754318237,-0.21310389041900635
